NOAA-6 MSU (5),,,,,,
NOAA-6 TOVS (1),,,,,,
NOAA-7 HIRS/2 (1),,,,,,
NOAA-7 MSU (5),,,,,,
NOAA-7 TOVS (1),,,,,,
NOAA-8 HIRS/2 (1),,,,,,
NOAA-8 MSU (1),,,,,,
NOAA-8 TOVS (1),,,,,,
NOAA-9 HIRS/2 (4),,,,,,
NOAA-9 MSU (8),,,,,,
NOAA-9 SBUV/2 (8),,,,,,
NOAA-9 TOVS (4),,,,,,
NPOESS WINDSAT (3),,,,,,
NRL P-3 CAR (2),,,,,,
Nimbus-1 HRIR (2),,,,,,
Nimbus-2 HRIR (2),,,,,,
Nimbus-2 MRIR (2),,,,,,
Nimbus-3 HRIR (2),,,,,,
Nimbus-3 MRIR (2),,,,,,
Nimbus-3 SIRS (1),,,,,,
Nimbus-4 BUV (10),,,,,,
Nimbus-4 IRIS (1),,,,,,
Nimbus-4 SCR (2),,,,,,
Nimbus-4 SIRS (1),,,,,,
Nimbus-4 THIR (3),,,,,,
Nimbus-5 ESMR (2),,,,,,
Nimbus-5 SCR (2),,,,,,
Nimbus-5 THIR (2),,,,,,
Nimbus-6 HIRS (1),,,,,,
Nimbus-6 LRIR (1),,,,,,
Nimbus-6 PMR (1),,,,,,
Nimbus-6 SCAMS (1),,,,,,
Nimbus-6 THIR (3),,,,,,
Nimbus-7 LIMS (4),,,,,,
Nimbus-7 SAMS (2),,,,,,
Nimbus-7 SBUV (8),,,,,,
Nimbus-7 SMMR (1),,,,,,
Nimbus-7 THIR (3),,,,,,
Nimbus-7 TOMS (20),,,,,,
OCO-2 OCO SPECTROMETERS (2),,,,,,
OCO-2 OCO-2 (36),,,,,,
OrbView-2 SEAWIFS (9),,,,,,
PARASOL POLDER-1 (1),,,,,,
SCISAT-1/ACE ACE-FTS (10),,,,,,
SHIPS RAIN GAUGES (2),,,,,,
SMS-1 VISSR (2),,,,,,
SMS-2 VISSR (2),,,,,,
SORCE SIM (1),,,,,,
SORCE SOLSTICE (2),,,,,,
SORCE TIM (2),,,,,,
SORCE XPS (2),,,,,,
STPSat-3 TIM (2),,,,,,
STS-34 SSBUV (2),,,,,,
STS-41 SSBUV (2),,,,,,
STS-43 SSBUV (2),,,,,,
STS-45 SSBUV (2),,,,,,
STS-56 SSBUV (2),,,,,,
STS-62 SSBUV (2),,,,,,
STS-66 SSBUV (2),,,,,,
STS-72 SSBUV (2),,,,,,
SUOMI-NPP ATMS (22),,,,,,
SUOMI-NPP CrIS (17),,,,,,
SUOMI-NPP OMPS (17),,,,,,
Sentinel-5P TROPOMI (48),,,,,,
TIROS-N HIRS/2 (4),,,,,,
TIROS-N MSU (8),,,,,,
TIROS-N TOVS (4),,,,,,
TRMM PR (31),,,,,,
TRMM TMI (30),,,,,,
TRMM VIRS (5),,,,,,
TSIS-1 SIM (2),,,,,,
TSIS-1 TIM (2),,,,,,
TSX RO (2),,,,,,
Terra MODIS (4),,,,,,
UARS CLAES (2),,,,,,
UARS HALOE (8),,,,,,
UARS HRDI (2),,,,,,
UARS ISAMS (2),,,,,,
UARS MLS (8),,,,,,
UARS PEM (9),,,,,,
UARS SOLSTICE (1),,,,,,
UARS SUSIM (1),,,,,,
UARS WINDII (2),,,,,,
